Fecha-Hora Descarga,Fecha cotización,Imagen,Estado,Empresa,Nemónico,Sector,Segmento,Moneda,Anterior,Fecha Anterior,Apertura,Última,Variación,Compra,Venta,Número Acciones,Número Operaciones,Monto Negocio
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,La Positiva Vida,POSITVC1,SEGUROS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,PPX Mining Corp.,PPX,MINERAS,RV3,US$,0.070,11/04/2018,0.070,0.070,0.00,0.070,0.072,"672,465",20,"47,073"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Prima AFP,PRIMAC1,ADMINISTRADORAS DE FONDOS DE PENSIONES,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Profuturo A.F.P.,PROFUTC1,ADMINISTRADORAS DE FONDOS DE PENSIONES,RV2,S/,20.94,28/04/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Protecta Cía de Seg.,PROTECC1,SEGUROS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,AGRO PUCALA S.A.A.,PUCALAC1,AGRARIO,RV2,S/,0.56,19/09/2017, , , ,0.340, , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,PVT Portafolio de Valores,PVTBC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Financiera Qapaq,QAPAQC1,BANCOS Y FINANCIERAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,PowerShares QQQ Trust,QQQ, ,RV3,US$,161.05,10/04/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Quimpac,QUIMPAC1,INDUSTRIALES,RV1,S/,1.53,05/03/2018, , , ,1.55, , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Quimpac,QUIMPAI1,INDUSTRIALES,RV2,S/,1.47,05/04/2018, , , ,1.46, , , , 
15-04-2018 15:15,12/04/2018,/images/flecha_verde-b.gif,Al alza,Red Eagle Mining,R,MINERAS,RV3,US$,0.209,11/04/2018,0.220,0.218,4.31,0.206,0.220,"200,000",4,"43,716"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Rayon Industrial,RAYONI1,INDUSTRIALES,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,RBC,RBCAC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,RBC,RBCBC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Record,RECORDI1,INDUSTRIALES,RV1,S/,0.90,05/03/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Regulus Resources,REG,MINERAS,RV3,US$,1.32,07/12/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Refineria La Pampilla,RELAPAC1,INDUSTRIALES,RV1,S/,0.305,11/04/2018,0.305,0.305,0.00,0.298,0.310,"22,000",1,"6,710"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Rigel Peru,RIGELC1,SEGUROS,RV2,S/,0.69,01/09/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Rímac Seguros y Reaseg.,RIMSEGC1,SEGUROS,RV1,S/,1.38,10/04/2018, , , ,1.35,1.42, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,iSh MSCI Glob Gold Miners ETF,RING, ,RV3,US$, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Saga Falabella,SAGAC1,DIVERSAS,RV2,S/,8.00,28/02/2018, , , , ,7.79, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Banco Santander Perú,SANC1,BANCOS Y FINANCIERAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,San Gabán,SANGABC1,SERVICIOS PUBLICOS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Hil. y Tej. San Miguel,SANMIGI1,INDUSTRIALES,RV2,S/, , , , , , , , , , 
